latitude,longitude,elevation
41.322192974683546,-106.34149358227847,3233.434814453125
41.322192974683546,-106.34073408860759,3225.24462890625
41.322192974683546,-106.3399745949367,3215.396240234375
41.322192974683546,-106.33921510126582,3207.70263671875
41.322192974683546,-106.33845560759494,3206.82861328125
41.322192974683546,-106.33769611392404,3200.352294921875
41.322192974683546,-106.33693662025316,3198.313720703125
41.322192974683546,-106.33617712658227,3201.01611328125
41.322192974683546,-106.33541763291139,3207.9619140625
41.322192974683546,-106.3346581392405,3207.304443359375
41.322192974683546,-106.33389864556962,3206.3642578125
41.322192974683546,-106.33313915189873,3202.487548828125
41.322192974683546,-106.33237965822784,3191.578125
41.322192974683546,-106.33162016455695,3183.549072265625
41.322192974683546,-106.33086067088607,3187.404052734375
41.322192974683546,-106.33010117721518,3181.846923828125
41.322192974683546,-106.3293416835443,3170.4462890625
41.322192974683546,-106.32858218987342,3171.35986328125
41.322192974683546,-106.32782269620253,3176.37548828125
41.322192974683546,-106.32706320253165,3183.544189453125
41.322192974683546,-106.32630370886075,3197.092529296875
41.322192974683546,-106.32554421518986,3206.25634765625
41.322192974683546,-106.32478472151898,3199.69970703125
41.322192974683546,-106.3240252278481,3205.826416015625
41.322192974683546,-106.32326573417721,3204.11962890625
41.322192974683546,-106.32250624050633,3193.7587890625
41.322192974683546,-106.32174674683544,3187.9072265625
41.322192974683546,-106.32098725316455,3184.820068359375
41.322192974683546,-106.32022775949366,3178.50146484375
41.322192974683546,-106.31946826582278,3173.95947265625
41.322192974683546,-106.3187087721519,3174.624267578125
41.322192974683546,-106.31794927848101,3175.949462890625
41.322192974683546,-106.31718978481013,3163.29736328125
41.322192974683546,-106.31643029113924,3153.720703125
41.322192974683546,-106.31567079746834,3141.739990234375
41.322192974683546,-106.31491130379746,3152.9990234375
41.322192974683546,-106.31415181012657,3152.71533203125
41.322192974683546,-106.31339231645569,3149.006591796875
41.322192974683546,-106.3126328227848,3127.17431640625
41.322192974683546,-106.31187332911392,3081.962158203125
41.322192974683546,-106.31111383544304,3042.13720703125
41.322192974683546,-106.31035434177215,3010.11865234375
41.322192974683546,-106.30959484810126,3005.26513671875
41.322192974683546,-106.30883535443037,3005.44384765625
41.322192974683546,-106.30807586075949,3006.35302734375
41.322192974683546,-106.3073163670886,3005.92822265625
41.322192974683546,-106.30655687341772,3018.922607421875
41.322192974683546,-106.30579737974683,3027.709228515625
41.322192974683546,-106.30503788607595,3035.683349609375
41.322192974683546,-106.30427839240505,3059.32861328125
41.322192974683546,-106.30351889873417,3085.377197265625
41.322192974683546,-106.30275940506328,3104.77880859375
41.322192974683546,-106.3019999113924,3105.799072265625
41.322192974683546,-106.30124041772152,3124.808837890625
41.322192974683546,-106.30048092405063,3144.521240234375
41.322192974683546,-106.29972143037975,3161.49853515625
41.322192974683546,-106.29896193670885,3179.26708984375
41.322192974683546,-106.29820244303797,3191.848876953125
41.322192974683546,-106.29744294936708,3203.661865234375
41.322192974683546,-106.2966834556962,3213.6884765625
41.322192974683546,-106.29592396202531,3221.326416015625
41.322192974683546,-106.29516446835443,3226.673583984375
41.322192974683546,-106.29440497468354,3230.78466796875
41.322192974683546,-106.29364548101265,3234.900634765625
41.322192974683546,-106.29288598734176,3238.088134765625
41.322192974683546,-106.29212649367088,3240.3154296875
41.322192974683546,-106.291367,3241.54541015625
41.32295246835444,-106.351367,3242.529052734375
41.32295246835444,-106.35060750632911,3250.891845703125
41.32295246835444,-106.34984801265823,3256.302978515625
41.32295246835444,-106.34908851898734,3261.038330078125
41.32295246835444,-106.34832902531645,3265.18359375
41.32295246835444,-106.34756953164556,3268.905517578125
41.32295246835444,-106.34681003797468,3273.77099609375
41.32295246835444,-106.3460505443038,3278.212890625
41.32295246835444,-106.34529105063291,3282.22802734375
41.32295246835444,-106.34453155696202,3287.8515625
41.32295246835444,-106.34377206329114,3283.796630859375
41.32295246835444,-106.34301256962024,3279.56494140625
41.32295246835444,-106.34225307594936,3266.825439453125
41.32295246835444,-106.34149358227847,3237.85693359375
41.32295246835444,-106.34073408860759,3227.986328125
41.32295246835444,-106.3399745949367,3220.697998046875
41.32295246835444,-106.33921510126582,3215.146240234375
41.32295246835444,-106.33845560759494,3205.20751953125
41.32295246835444,-106.33769611392404,3202.9267578125
41.32295246835444,-106.33693662025316,3202.5390625
41.32295246835444,-106.33617712658227,3203.602783203125
41.32295246835444,-106.33541763291139,3209.775390625
41.32295246835444,-106.3346581392405,3218.536865234375
41.32295246835444,-106.33389864556962,3227.71435546875
41.32295246835444,-106.33313915189873,3221.324462890625
41.32295246835444,-106.33237965822784,3211.662353515625
41.32295246835444,-106.33162016455695,3208.428955078125
41.32295246835444,-106.33086067088607,3204.8779296875
41.32295246835444,-106.33010117721518,3202.214599609375
41.32295246835444,-106.3293416835443,3191.255615234375
41.32295246835444,-106.32858218987342,3181.96484375
41.32295246835444,-106.32782269620253,3189.9580078125
41.32295246835444,-106.32706320253165,3190.1513671875
41.32295246835444,-106.32630370886075,3195.8994140625
41.32295246835444,-106.32554421518986,3197.743408203125
41.32295246835444,-106.32478472151898,3203.9189453125
41.32295246835444,-106.3240252278481,3214.4521484375
41.32295246835444,-106.32326573417721,3212.500732421875
41.32295246835444,-106.32250624050633,3200.279052734375
41.32295246835444,-106.32174674683544,3194.801513671875
41.32295246835444,-106.32098725316455,3199.148193359375
41.32295246835444,-106.32022775949366,3199.39404296875
41.32295246835444,-106.31946826582278,3191.44482421875
41.32295246835444,-106.3187087721519,3192.025634765625
41.32295246835444,-106.31794927848101,3196.92431640625
41.32295246835444,-106.31718978481013,3192.37890625
41.32295246835444,-106.31643029113924,3178.533447265625
41.32295246835444,-106.31567079746834,3169.348876953125
41.32295246835444,-106.31491130379746,3155.868408203125
41.32295246835444,-106.31415181012657,3147.993896484375
41.32295246835444,-106.31339231645569,3143.068115234375
41.32295246835444,-106.3126328227848,3123.480712890625
41.32295246835444,-106.31187332911392,3089.019775390625
41.32295246835444,-106.31111383544304,3050.644287109375
41.32295246835444,-106.31035434177215,3021.97802734375
41.32295246835444,-106.30959484810126,3008.140869140625
41.32295246835444,-106.30883535443037,3008.240966796875
41.32295246835444,-106.30807586075949,3008.747314453125
41.32295246835444,-106.3073163670886,3008.1298828125
41.32295246835444,-106.30655687341772,3011.10205078125
41.32295246835444,-106.30579737974683,3029.026611328125
41.32295246835444,-106.30503788607595,3040.468994140625
41.32295246835444,-106.30427839240505,3052.031005859375
41.32295246835444,-106.30351889873417,3066.734619140625
41.32295246835444,-106.30275940506328,3093.888671875
41.32295246835444,-106.3019999113924,3107.91015625
41.32295246835444,-106.30124041772152,3122.162109375
41.32295246835444,-106.30048092405063,3138.775634765625
41.32295246835444,-106.29972143037975,3161.5654296875
41.32295246835444,-106.29896193670885,3177.891357421875
41.32295246835444,-106.29820244303797,3189.854736328125
41.32295246835444,-106.29744294936708,3201.123046875
41.32295246835444,-106.2966834556962,3210.532470703125
41.32295246835444,-106.29592396202531,3219.044921875
41.32295246835444,-106.29516446835443,3225.65966796875
41.32295246835444,-106.29440497468354,3228.934326171875
41.32295246835444,-106.29364548101265,3233.008056640625
41.32295246835444,-106.29288598734176,3236.583984375
41.32295246835444,-106.29212649367088,3239.000732421875
41.32295246835444,-106.291367,3241.238525390625
41.32371196202532,-106.351367,3238.21240234375
41.32371196202532,-106.35060750632911,3245.106201171875
41.32371196202532,-106.34984801265823,3249.797607421875
41.32371196202532,-106.34908851898734,3253.63671875
41.32371196202532,-106.34832902531645,3258.12255859375
41.32371196202532,-106.34756953164556,3262.495849609375
41.32371196202532,-106.34681003797468,3270.33349609375
41.32371196202532,-106.3460505443038,3276.66455078125
41.32371196202532,-106.34529105063291,3283.269287109375
41.32371196202532,-106.34453155696202,3287.327392578125
41.32371196202532,-106.34377206329114,3292.143798828125
41.32371196202532,-106.34301256962024,3293.1611328125
41.32371196202532,-106.34225307594936,3285.131591796875
41.32371196202532,-106.34149358227847,3266.31787109375
41.32371196202532,-106.34073408860759,3234.53662109375
41.32371196202532,-106.3399745949367,3222.748291015625
41.32371196202532,-106.33921510126582,3221.081787109375
41.32371196202532,-106.33845560759494,3217.142578125
41.32371196202532,-106.33769611392404,3210.52587890625
41.32371196202532,-106.33693662025316,3212.257568359375
41.32371196202532,-106.33617712658227,3218.18408203125
41.32371196202532,-106.33541763291139,3225.1064453125
41.32371196202532,-106.3346581392405,3234.305419921875
41.32371196202532,-106.33389864556962,3226.56005859375
41.32371196202532,-106.33313915189873,3236.215087890625
41.32371196202532,-106.33237965822784,3240.197998046875
41.32371196202532,-106.33162016455695,3231.498291015625
41.32371196202532,-106.33086067088607,3232.680419921875
41.32371196202532,-106.33010117721518,3216.7158203125
41.32371196202532,-106.3293416835443,3206.369384765625
41.32371196202532,-106.32858218987342,3194.823974609375
41.32371196202532,-106.32782269620253,3205.2353515625
41.32371196202532,-106.32706320253165,3206.7802734375
41.32371196202532,-106.32630370886075,3199.773681640625
41.32371196202532,-106.32554421518986,3196.973876953125
41.32371196202532,-106.32478472151898,3198.601806640625
41.32371196202532,-106.3240252278481,3202.75146484375
41.32371196202532,-106.32326573417721,3221.30078125
41.32371196202532,-106.32250624050633,3219.447509765625
41.32371196202532,-106.32174674683544,3212.419677734375
41.32371196202532,-106.32098725316455,3213.401123046875
41.32371196202532,-106.32022775949366,3214.804931640625
41.32371196202532,-106.31946826582278,3209.50390625
41.32371196202532,-106.3187087721519,3202.40234375
41.32371196202532,-106.31794927848101,3204.894775390625
41.32371196202532,-106.31718978481013,3200.208984375
41.32371196202532,-106.31643029113924,3190.740234375
41.32371196202532,-106.31567079746834,3182.62255859375
41.32371196202532,-106.31491130379746,3171.359375
41.32371196202532,-106.31415181012657,3156.53076171875
41.32371196202532,-106.31339231645569,3139.450439453125
41.32371196202532,-106.3126328227848,3114.263427734375
41.32371196202532,-106.31187332911392,3088.7109375
41.32371196202532,-106.31111383544304,3064.197021484375
41.32371196202532,-106.31035434177215,3033.879638671875
41.32371196202532,-106.30959484810126,3011.82080078125
41.32371196202532,-106.30883535443037,3013.482666015625
41.32371196202532,-106.30807586075949,3011.88720703125
41.32371196202532,-106.3073163670886,3011.201904296875
41.32371196202532,-106.30655687341772,3012.617431640625
41.32371196202532,-106.30579737974683,3023.166259765625
41.32371196202532,-106.30503788607595,3039.718505859375
41.32371196202532,-106.30427839240505,3057.48193359375
41.32371196202532,-106.30351889873417,3070.1572265625
41.32371196202532,-106.30275940506328,3089.87255859375
41.32371196202532,-106.3019999113924,3110.5107421875
41.32371196202532,-106.30124041772152,3127.062744140625
41.32371196202532,-106.30048092405063,3146.028564453125
41.32371196202532,-106.29972143037975,3164.25341796875
41.32371196202532,-106.29896193670885,3176.169921875
41.32371196202532,-106.29820244303797,3190.634033203125
41.32371196202532,-106.29744294936708,3199.50634765625
41.32371196202532,-106.2966834556962,3210.241455078125
41.32371196202532,-106.29592396202531,3216.315185546875
41.32371196202532,-106.29516446835443,3225.51806640625
41.32371196202532,-106.29440497468354,3230.681640625
41.32371196202532,-106.29364548101265,3234.3603515625
41.32371196202532,-106.29288598734176,3237.50732421875
41.32371196202532,-106.29212649367088,3242.10791015625
41.32371196202532,-106.291367,3244.07861328125
41.324471455696205,-106.351367,3229.852294921875
41.324471455696205,-106.35060750632911,3237.26025390625
41.324471455696205,-106.34984801265823,3241.078857421875
41.324471455696205,-106.34908851898734,3244.8701171875
41.324471455696205,-106.34832902531645,3247.730712890625
41.324471455696205,-106.34756953164556,3252.597412109375
41.324471455696205,-106.34681003797468,3261.522705078125
41.324471455696205,-106.3460505443038,3271.481201171875
41.324471455696205,-106.34529105063291,3282.989501953125
41.324471455696205,-106.34453155696202,3292.323974609375
41.324471455696205,-106.34377206329114,3296.521728515625
41.324471455696205,-106.34301256962024,3297.37646484375
